flight_id,coordinate
1,"[[-1.87479706 -2.20200009  1.93776283]
 [-1.85925751 -2.17658587  1.91636323]
 [-1.84047474 -2.1464047   1.87606543]
 [-1.82428135 -2.11738738  1.86190904]
 [-1.8072614  -2.08688345  1.8337534 ]
 [-1.7892075  -2.05682483  1.83381643]
 [-1.77075963 -2.0236975   1.82832109]
 [-1.75545757 -1.99744294  1.83429373]
 [-1.73891384 -1.96673055  1.83521239]
 [-1.72323159 -1.93746016  1.83440251]
 [-1.70699825 -1.90822798  1.83301916]
 [-1.69079776 -1.88047046  1.83439609]
 [-1.67490852 -1.85290285  1.84134498]
 [-1.65709406 -1.8240028   1.83439778]
 [-1.6421245  -1.79976268  1.83402783]
 [-1.62598782 -1.77206687  1.83510088]
 [-1.61087981 -1.7447843   1.83475766]
 [-1.59565783 -1.71724993  1.83320223]
 [-1.57878767 -1.69135187  1.83351664]
 [-1.56188869 -1.66367488  1.83498649]
 [-1.54628747 -1.63578263  1.83351755]
 [-1.53171296 -1.60931613  1.82407372]
 [-1.51772919 -1.578792    1.79786042]
 [-1.50718141 -1.54952964  1.77743902]
 [-1.50347953 -1.5182024   1.72349908]
 [-1.49783269 -1.48837456  1.69441376]
 [-1.49881393 -1.45684204  1.65985328]
 [-1.50497072 -1.42404099  1.61933732]
 [-1.51024486 -1.39391984  1.56778714]
 [-1.51585248 -1.36194131  1.54180955]
 [-1.51792141 -1.33095784  1.48600572]
 [-1.51888516 -1.30121584  1.46691557]
 [-1.51878372 -1.2722423   1.42741524]
 [-1.51359623 -1.24060277  1.41558252]
 [-1.50333302 -1.21004846  1.39295502]
 [-1.49268372 -1.18349275  1.38655866]
 [-1.46666631 -1.15644184  1.37132867]
 [-1.4509412  -1.13603792  1.36742279]
 [-1.42528552 -1.11194859  1.35182598]
 [-1.4023373  -1.0892761   1.35124306]
 [-1.38093444 -1.06780724  1.34493911]
 [-1.35478168 -1.04797262  1.33672536]
 [-1.32950874 -1.02573419  1.31638331]
 [-1.3104822  -1.00840077  1.29354937]
 [-1.28813438 -0.98663573  1.2765795 ]
 [-1.26676878 -0.96395724  1.25318015]
 [-1.24548608 -0.94220757  1.21912219]
 [-1.22582358 -0.92079027  1.18366485]
 [-1.20452707 -0.90086159  1.15592409]
 [-1.18218137 -0.87929841  1.1293702 ]
 [-1.16063075 -0.85853165  1.10358876]
 [-1.14159332 -0.8385086   1.06779355]
 [-1.11942003 -0.81756289  1.04020418]
 [-1.09954722 -0.79764665  1.01058023]
 [-1.07952013 -0.77643156  0.98149311]
 [-1.05969429 -0.75624578  0.94036526]
 [-1.03955091 -0.73586791  0.91436036]
 [-1.02023064 -0.71502526  0.88522773]
 [-0.99844457 -0.69367616  0.84422985]
 [-0.97795884 -0.67312594  0.81534514]
 [-0.95701679 -0.65339413  0.77056094]
 [-0.9359796  -0.6323755   0.74377073]
 [-0.9153388  -0.61204623  0.71595898]
 [-0.89526086 -0.59064112  0.68356137]
 [-0.87384487 -0.57043106  0.66019037]
 [-0.8543392  -0.55091697  0.63447007]
 [-0.83260936 -0.53036327  0.59397292]
 [-0.8116503  -0.50910583  0.57157554]
 [-0.79238367 -0.48898125  0.54731697]
 [-0.77366888 -0.46917251  0.52080728]
 [-0.75514367 -0.44909829  0.50050641]
 [-0.73633611 -0.42952351  0.48635669]
 [-0.71650699 -0.41024574  0.46406552]
 [-0.69643933 -0.39025983  0.45768406]
 [-0.67759845 -0.37034807  0.44416728]
 [-0.65859232 -0.35161885  0.43673523]
 [-0.63952459 -0.33287675  0.4297722 ]
 [-0.61627642 -0.31076697  0.40979142]
 [-0.60056386 -0.29519732  0.40217068]
 [-0.58270606 -0.27748884  0.38846618]
 [-0.56359614 -0.25805299  0.37481918]
 [-0.54569942 -0.23965175  0.3454853 ]
 [-0.52729703 -0.22066492  0.33898428]
 [-0.51034835 -0.20276214  0.29915652]
 [-0.49261692 -0.18469845  0.26117603]
 [-0.47616198 -0.16702342  0.23583069]
 [-0.45917246 -0.14959338  0.19119326]
 [-0.44300464 -0.13344724  0.1491291 ]
 [-0.42682001 -0.11775388  0.11696846]
 [-0.40967504 -0.10062103  0.06838873]
 [-0.39347517 -0.08647065  0.0093419 ]
 [-0.37327533 -0.07124558 -0.0032202 ]
 [-0.3509342  -0.05781181 -0.02342753]
 [-0.31302445 -0.05284391 -0.03614415]
 [-0.27303502 -0.05142927 -0.03221556]
 [-0.22892462 -0.05423894 -0.03108089]
 [-0.18879479 -0.0563192  -0.02888362]
 [-0.15341129 -0.05653435 -0.03742443]
 [-0.11681252 -0.05688027 -0.03807402]
 [-0.08045118 -0.05210337 -0.03926817]
 [-0.04528748 -0.05122275 -0.03870056]
 [-0.00976847 -0.05070015 -0.0316141 ]
 [ 0.02175692 -0.0490707  -0.03211978]
 [ 0.05526584 -0.04820011 -0.02872507]
 [ 0.08654526 -0.04763508 -0.03678335]
 [ 0.11891711 -0.04656697 -0.07139681]
 [ 0.15242322 -0.04387167 -0.10200868]
 [ 0.18463537 -0.04286162 -0.13458392]
 [ 0.21941399 -0.04137541 -0.15754202]
 [ 0.24972849 -0.04034922 -0.17683954]
 [ 0.28198728 -0.03953228 -0.20605507]
 [ 0.31580894 -0.03897758 -0.2259148 ]
 [ 0.34916784 -0.03846707 -0.2620281 ]
 [ 0.37951067 -0.03768847 -0.26883713]
 [ 0.41026626 -0.03717999 -0.26253364]
 [ 0.44242006 -0.03625774 -0.2963151 ]
 [ 0.47555385 -0.03391756 -0.31030163]
 [ 0.50624391 -0.03210433 -0.31798847]
 [ 0.53814122 -0.03077838 -0.31932885]
 [ 0.56975624 -0.02945965 -0.3171806 ]
 [ 0.59958091 -0.02830565 -0.31804867]
 [ 0.62878866 -0.02740501 -0.31759378]
 [ 0.66017071 -0.02694516 -0.31062056]
 [ 0.69057002 -0.02666169 -0.31150851]
 [ 0.71995264 -0.02498998 -0.31816759]
 [ 0.75074639 -0.02328204 -0.30868625]
 [ 0.78142244 -0.02167432 -0.31452459]
 [ 0.81147901 -0.02024444 -0.31099805]
 [ 0.84620291 -0.01958002 -0.30929077]
 [ 0.87259276 -0.01890279 -0.31573614]
 [ 0.90257321 -0.01761519 -0.3455946 ]
 [ 0.93239416 -0.01696862 -0.35339525]
 [ 0.9634381  -0.01609635 -0.37272785]
 [ 0.99506203 -0.01507962 -0.40173917]
 [ 1.02570073 -0.01416376 -0.43131077]
 [ 1.05647514 -0.01367625 -0.44924475]
 [ 1.08602121 -0.01209749 -0.48472195]
 [ 1.11673272 -0.01038086 -0.51381398]
 [ 1.14625764 -0.00644921 -0.53437119]
 [ 1.17559437 -0.00349397 -0.54077383]
 [ 1.19791197  0.00755053 -0.57076068]
 [ 1.20508483  0.02889462 -0.56230637]
 [ 1.20770765  0.05001469 -0.56106818]
 [ 1.19907019  0.07242308 -0.56729362]
 [ 1.19419108  0.09060983 -0.56817795]
 [ 1.19054419  0.10821337 -0.57028926]
 [ 1.1939055   0.12685022 -0.56986335]
 [ 1.20213584  0.14415469 -0.56934147]
 [ 1.20602561  0.16277379 -0.56125599]
 [ 1.20735201  0.17668417 -0.56900941]
 [ 1.211989    0.19477267 -0.56895634]
 [ 1.21438622  0.21351706 -0.56913006]
 [ 1.21485068  0.23158611 -0.56987012]
 [ 1.21332007  0.25145148 -0.56013387]
 [ 1.21063458  0.26606045 -0.56872222]
 [ 1.20339122  0.28308052 -0.56879478]
 [ 1.19363275  0.29993946 -0.56212365]
 [ 1.18131679  0.31792171 -0.56245704]
 [ 1.15249732  0.33964083 -0.57377406]
 [ 1.14009723  0.36092804 -0.55927173]
 [ 1.13231282  0.37748373 -0.56171719]
 [ 1.12259212  0.39716658 -0.5610239 ]
 [ 1.11369671  0.41572611 -0.56208233]
 [ 1.10296746  0.433656   -0.56393095]
 [ 1.09376665  0.45304097 -0.56173366]
 [ 1.08308481  0.47399876 -0.561749  ]
 [ 1.07471821  0.48889006 -0.55986978]
 [ 1.0649196   0.5063277  -0.56256928]
 [ 1.05488123  0.52437572 -0.56363323]
 [ 1.04441088  0.54337515 -0.56171588]
 [ 1.0331569   0.56360881 -0.57641014]
 [ 1.02276086  0.58166056 -0.561845  ]
 [ 1.01298447  0.59930734 -0.56160052]
 [ 1.00262403  0.6176207  -0.56300838]
 [ 0.99259538  0.63699157 -0.56049502]
 [ 0.98264536  0.65584638 -0.56215338]
 [ 0.97238275  0.67443454 -0.5627591 ]
 [ 0.96189083  0.6926716  -0.56224071]
 [ 0.95164097  0.71161814 -0.56368324]
 [ 0.94092357  0.73008863 -0.56176975]
 [ 0.93107539  0.74921978 -0.56149523]
 [ 0.91959137  0.76781262 -0.56237767]
 [ 0.90865288  0.78776069 -0.56252595]
 [ 0.90084293  0.80175652 -0.56073744]
 [ 0.89018055  0.82003715 -0.57755064]
 [ 0.88007318  0.83937055 -0.58181474]
 [ 0.8701288   0.85670849 -0.60361591]
 [ 0.85861412  0.87600743 -0.63162813]
 [ 0.84816476  0.89415559 -0.65303565]
 [ 0.83809252  0.91324403 -0.67586231]
 [ 0.82958729  0.93125927 -0.69503055]
 [ 0.82072064  0.94927673 -0.7165728 ]
 [ 0.80967231  0.96745553 -0.73879775]
 [ 0.79988     0.98619697 -0.75096268]
 [ 0.78981989  1.00381827 -0.7924895 ]
 [ 0.77859141  1.02350868 -0.81214491]
 [ 0.77174282  1.03765453 -0.82754539]
 [ 0.76235175  1.05394265 -0.83914502]
 [ 0.75233519  1.07167557 -0.86562261]
 [ 0.7447354   1.08680967 -0.8832159 ]
 [ 0.73833238  1.10175834 -0.90512702]
 [ 0.72989829  1.11722908 -0.92346179]
 [ 0.7201094   1.13356367 -0.93808465]
 [ 0.71175848  1.14763112 -0.95219728]
 [ 0.70345662  1.16142973 -0.97321879]
 [ 0.69495944  1.17645712 -0.98616644]
 [ 0.68723415  1.19062821 -0.99313531]
 [ 0.67949771  1.20451817 -1.01672568]
 [ 0.67378165  1.21547362 -1.04366412]
 [ 0.66644434  1.22815172 -1.06373337]
 [ 0.65819634  1.24168343 -1.07863919]
 [ 0.64985772  1.25560271 -1.10356132]
 [ 0.64293109  1.26955831 -1.11333865]
 [ 0.63530851  1.28319358 -1.12662606]
 [ 0.62718059  1.29690298 -1.15817869]
 [ 0.61907619  1.31125182 -1.16970266]
 [ 0.61209348  1.3251967  -1.17697881]
 [ 0.604782    1.33866821 -1.19940424]
 [ 0.59665799  1.35311515 -1.20612946]
 [ 0.58875921  1.36674566 -1.23900906]
 [ 0.58016006  1.3809432  -1.2470043 ]
 [ 0.57177365  1.39477858 -1.26286037]
 [ 0.56435296  1.40800028 -1.27454522]
 [ 0.55778392  1.4210924  -1.29647424]
 [ 0.55098139  1.43464436 -1.31510477]
 [ 0.54297863  1.44861002 -1.33107574]
 [ 0.53541041  1.46220825 -1.34444569]
 [ 0.52692252  1.47703914 -1.37114516]
 [ 0.51896191  1.49030342 -1.39263209]
 [ 0.51061279  1.50455412 -1.40735648]
 [ 0.50214038  1.51893197 -1.40853977]
 [ 0.49599303  1.53086846 -1.40720325]
 [ 0.48968862  1.54267132 -1.38009192]
 [ 0.48491436  1.55232634 -1.39217891]
 [ 0.48094627  1.56049709 -1.39506673]
 [ 0.47728537  1.56621812 -1.38657126]
 [ 0.47655069  1.57035696 -1.38580268]
 [ 0.47609718  1.56691335 -1.38596203]
 [ 0.47498596  1.57003577 -1.3870608 ]
 [ 0.47622117  1.57290371 -1.38241009]
 [ 0.47816319  1.5749776  -1.38662893]
 [ 0.48140571  1.57668394 -1.38441377]
 [ 0.48043608  1.57597724 -1.38595665]
 [ 0.48085937  1.57598794 -1.38739241]
 [ 0.48079867  1.57752384 -1.38732323]]"
3,"[[-1.86748818e+00 -2.01188697e+00  2.19075293e+00]
 [-1.85053818e+00 -1.98366801e+00  2.14325418e+00]
 [-1.83449825e+00 -1.95685004e+00  2.10372903e+00]
 [-1.81857346e+00 -1.93005462e+00  2.06072069e+00]
 [-1.80096649e+00 -1.90197099e+00  1.98420273e+00]
 [-1.78197479e+00 -1.87175600e+00  1.93331191e+00]
 [-1.76830372e+00 -1.84872721e+00  1.91253508e+00]
 [-1.75286224e+00 -1.82151423e+00  1.87773741e+00]
 [-1.73773475e+00 -1.79433914e+00  1.85826271e+00]
 [-1.72064628e+00 -1.76628340e+00  1.85246827e+00]
 [-1.70188028e+00 -1.73457395e+00  1.84411429e+00]
 [-1.68918791e+00 -1.71251933e+00  1.84232711e+00]
 [-1.67172334e+00 -1.68592369e+00  1.84456294e+00]
 [-1.65543625e+00 -1.66061208e+00  1.84194119e+00]
 [-1.63981023e+00 -1.63562754e+00  1.84988477e+00]
 [-1.62460626e+00 -1.60960466e+00  1.81924515e+00]
 [-1.60897273e+00 -1.58600835e+00  1.80132120e+00]
 [-1.59502622e+00 -1.56257833e+00  1.77860414e+00]
 [-1.58064624e+00 -1.53803653e+00  1.75677998e+00]
 [-1.56816086e+00 -1.51484921e+00  1.75858426e+00]
 [-1.55577892e+00 -1.49197503e+00  1.72247100e+00]
 [-1.54119724e+00 -1.46866039e+00  1.69485096e+00]
 [-1.52487338e+00 -1.44216655e+00  1.66386931e+00]
 [-1.51444382e+00 -1.42336617e+00  1.63170103e+00]
 [-1.50138135e+00 -1.39981757e+00  1.59843059e+00]
 [-1.49154552e+00 -1.37591360e+00  1.60290559e+00]
 [-1.48858788e+00 -1.35262866e+00  1.56924019e+00]
 [-1.49134017e+00 -1.32692280e+00  1.53506352e+00]
 [-1.49250093e+00 -1.30241091e+00  1.50282729e+00]
 [-1.49955768e+00 -1.27766252e+00  1.50239181e+00]
 [-1.50683925e+00 -1.25081098e+00  1.47068300e+00]
 [-1.51096751e+00 -1.22479220e+00  1.43366171e+00]
 [-1.51425928e+00 -1.20006972e+00  1.41262259e+00]
 [-1.51943092e+00 -1.17518585e+00  1.37910023e+00]
 [-1.51621106e+00 -1.15086805e+00  1.35552090e+00]
 [-1.51918708e+00 -1.12581229e+00  1.31610645e+00]
 [-1.51999705e+00 -1.10188470e+00  1.31707222e+00]
 [-1.52057241e+00 -1.07727505e+00  1.27469819e+00]
 [-1.51628844e+00 -1.05279120e+00  1.25345481e+00]
 [-1.50353972e+00 -1.03117795e+00  1.22068547e+00]
 [-1.48001972e+00 -1.01273082e+00  1.18911971e+00]
 [-1.44722357e+00 -9.98017591e-01  1.17225367e+00]
 [-1.41551363e+00 -9.83570460e-01  1.14920259e+00]
 [-1.38512210e+00 -9.70558601e-01  1.12932598e+00]
 [-1.35080115e+00 -9.58933144e-01  1.09566281e+00]
 [-1.32222001e+00 -9.45551088e-01  1.07095916e+00]
 [-1.28866030e+00 -9.31368365e-01  1.04874820e+00]
 [-1.26270489e+00 -9.15704346e-01  1.01675251e+00]
 [-1.23583786e+00 -9.01835073e-01  1.00156209e+00]
 [-1.20625435e+00 -8.86006500e-01  9.65315575e-01]
 [-1.17885653e+00 -8.71396251e-01  9.48545063e-01]
 [-1.15078615e+00 -8.56114333e-01  9.15122423e-01]
 [-1.12229032e+00 -8.40966927e-01  9.01676388e-01]
 [-1.09478271e+00 -8.26041564e-01  8.66301976e-01]
 [-1.06706650e+00 -8.11318499e-01  8.44048970e-01]
 [-1.03861064e+00 -7.97106457e-01  8.13789384e-01]
 [-1.01199618e+00 -7.83751005e-01  7.79803105e-01]
 [-9.84257395e-01 -7.69535852e-01  7.66896633e-01]
 [-9.55556494e-01 -7.55909393e-01  7.41412572e-01]
 [-9.30275628e-01 -7.42088135e-01  7.08034664e-01]
 [-9.02674889e-01 -7.28364267e-01  6.85499930e-01]
 [-8.75658238e-01 -7.14488589e-01  6.43226038e-01]
 [-8.46479776e-01 -6.99228350e-01  6.31323327e-01]
 [-8.21539646e-01 -6.86817685e-01  6.06595004e-01]
 [-7.96217982e-01 -6.73940095e-01  5.91142324e-01]
 [-7.69608604e-01 -6.60292141e-01  5.50896619e-01]
 [-7.39007703e-01 -6.45088861e-01  5.22086144e-01]
 [-7.08925525e-01 -6.29867164e-01  4.96752428e-01]
 [-6.87488306e-01 -6.18645301e-01  4.75228140e-01]
 [-6.58781533e-01 -6.04455467e-01  4.66250723e-01]
 [-6.32385385e-01 -5.90874299e-01  4.24308927e-01]
 [-6.04764440e-01 -5.76950387e-01  3.95841339e-01]
 [-5.76822156e-01 -5.63059805e-01  3.63180524e-01]
 [-5.48501911e-01 -5.49117946e-01  3.45479808e-01]
 [-5.22332191e-01 -5.35801565e-01  3.14862626e-01]
 [-4.95667306e-01 -5.21848922e-01  2.99071078e-01]
 [-4.66672210e-01 -5.07234730e-01  2.76679569e-01]
 [-4.39023311e-01 -4.93402527e-01  2.36499521e-01]
 [-4.11097319e-01 -4.79490401e-01  2.07239416e-01]
 [-3.84792813e-01 -4.65951456e-01  1.74203988e-01]
 [-3.57384922e-01 -4.52020769e-01  1.58710196e-01]
 [-3.30761199e-01 -4.38442190e-01  1.51401087e-01]
 [-3.05265662e-01 -4.25089285e-01  1.01407597e-01]
 [-2.80311140e-01 -4.12186368e-01  7.78876985e-02]
 [-2.53295591e-01 -3.98358368e-01  5.27905364e-02]
 [-2.31703357e-01 -3.87275506e-01  4.77263806e-02]
 [-2.06137544e-01 -3.74128076e-01  4.06273348e-02]
 [-1.80948320e-01 -3.61031469e-01  4.04001931e-02]
 [-1.56550402e-01 -3.48630303e-01  2.75213487e-02]
 [-1.28120653e-01 -3.34641194e-01  4.15817452e-02]
 [-1.05773975e-01 -3.23382783e-01  3.80565896e-02]
 [-8.05254693e-02 -3.10200872e-01  4.10370687e-02]
 [-5.53843227e-02 -2.97333377e-01  2.32162047e-02]
 [-3.02839047e-02 -2.84425131e-01  3.99079412e-02]
 [-4.12947943e-03 -2.70866499e-01  4.25054284e-02]
 [ 2.23776255e-02 -2.57652310e-01  4.00778916e-02]
 [ 4.93851696e-02 -2.43385670e-01  3.92779161e-02]
 [ 7.43982352e-02 -2.30738891e-01  3.90948639e-02]
 [ 1.00178157e-01 -2.17230493e-01  3.98855405e-02]
 [ 1.25703863e-01 -2.04383366e-01  3.30505282e-02]
 [ 1.51188840e-01 -1.91495495e-01  2.42691002e-02]
 [ 1.80832686e-01 -1.76652284e-01  1.94366775e-04]
 [ 2.03906594e-01 -1.64905949e-01 -2.37140368e-02]
 [ 2.30646115e-01 -1.51351840e-01 -4.02601685e-02]
 [ 2.56719892e-01 -1.38126176e-01 -7.82976034e-02]
 [ 2.81311385e-01 -1.25270231e-01 -1.28454897e-01]
 [ 3.08119811e-01 -1.11360273e-01 -1.48646011e-01]
 [ 3.33234727e-01 -9.85948940e-02 -1.73067018e-01]
 [ 3.60109748e-01 -8.53796621e-02 -2.29177247e-01]
 [ 3.85878770e-01 -7.13599728e-02 -2.51536726e-01]
 [ 4.10838051e-01 -5.86499551e-02 -2.68450239e-01]
 [ 4.35844541e-01 -4.61258350e-02 -2.66832176e-01]
 [ 4.62223401e-01 -3.29119481e-02 -2.61708719e-01]
 [ 4.88013930e-01 -1.99622348e-02 -2.73619279e-01]
 [ 5.18155531e-01 -4.26159163e-03 -2.75687822e-01]
 [ 5.40756577e-01  7.53730554e-03 -2.85568102e-01]
 [ 5.66021867e-01  2.07240244e-02 -2.82136430e-01]
 [ 5.91582464e-01  3.34814516e-02 -2.82317095e-01]
 [ 6.18564751e-01  4.72315454e-02 -2.81610047e-01]
 [ 6.45100817e-01  6.06481922e-02 -2.81120392e-01]
 [ 6.71270573e-01  7.31612753e-02 -2.74098906e-01]
 [ 7.02523634e-01  8.58120479e-02 -2.73326124e-01]
 [ 7.36370932e-01  9.05802369e-02 -2.77449709e-01]
 [ 7.78339287e-01  9.19418068e-02 -2.75526380e-01]
 [ 8.18901762e-01  9.24360596e-02 -2.74504386e-01]
 [ 8.62084108e-01  8.93759169e-02 -2.73294034e-01]
 [ 9.00085692e-01  8.78193963e-02 -2.72959794e-01]
 [ 9.40123209e-01  8.79157789e-02 -2.99753656e-01]
 [ 9.80039115e-01  8.74994407e-02 -2.82780755e-01]
 [ 1.02316656e+00  8.93374345e-02 -3.06651173e-01]
 [ 1.05516254e+00  9.05849862e-02 -3.14349864e-01]
 [ 1.09157404e+00  9.61348777e-02 -3.40440499e-01]
 [ 1.12265756e+00  1.05649787e-01 -3.59327412e-01]
 [ 1.15227895e+00  1.17021385e-01 -3.87512047e-01]
 [ 1.17738983e+00  1.31276113e-01 -3.85394856e-01]
 [ 1.18338317e+00  1.53062997e-01 -4.20855399e-01]
 [ 1.19168216e+00  1.70622321e-01 -4.47878451e-01]
 [ 1.19362764e+00  1.90208008e-01 -4.73940790e-01]
 [ 1.19625651e+00  2.08563030e-01 -4.77756565e-01]
 [ 1.20145413e+00  2.24818785e-01 -5.08613391e-01]
 [ 1.20703287e+00  2.41053273e-01 -5.42803143e-01]
 [ 1.21016139e+00  2.57799271e-01 -5.44257593e-01]
 [ 1.21489212e+00  2.76136103e-01 -5.51370462e-01]
 [ 1.21198912e+00  2.93752142e-01 -5.46222494e-01]
 [ 1.20538275e+00  3.11213840e-01 -5.60258267e-01]
 [ 1.19308893e+00  3.28783915e-01 -5.74145188e-01]
 [ 1.18504697e+00  3.46325486e-01 -5.56248509e-01]
 [ 1.17711484e+00  3.63620686e-01 -5.58625479e-01]
 [ 1.16803942e+00  3.80565317e-01 -5.58708501e-01]
 [ 1.15905393e+00  3.97845824e-01 -5.72437740e-01]
 [ 1.14857426e+00  4.15120876e-01 -5.60001978e-01]
 [ 1.13976603e+00  4.31387054e-01 -5.56665275e-01]
 [ 1.13069846e+00  4.47699356e-01 -5.74903609e-01]
 [ 1.11960607e+00  4.64950502e-01 -5.61772470e-01]
 [ 1.10921418e+00  4.82781850e-01 -5.57887210e-01]
 [ 1.09986741e+00  4.99234674e-01 -5.61328536e-01]
 [ 1.08951902e+00  5.17661694e-01 -5.74358907e-01]
 [ 1.07949388e+00  5.35420869e-01 -5.77798393e-01]
 [ 1.06967811e+00  5.53539844e-01 -5.58444814e-01]
 [ 1.05992223e+00  5.71109222e-01 -5.58832590e-01]
 [ 1.05013401e+00  5.88501444e-01 -5.55105055e-01]
 [ 1.03988539e+00  6.05997328e-01 -5.71323242e-01]
 [ 1.02952429e+00  6.23324472e-01 -5.75143228e-01]
 [ 1.01940350e+00  6.40064720e-01 -5.60649247e-01]
 [ 1.00940486e+00  6.57391729e-01 -5.74168761e-01]
 [ 9.99238328e-01  6.75027556e-01 -5.75980173e-01]
 [ 9.88974753e-01  6.93255127e-01 -5.74946561e-01]
 [ 9.79250928e-01  7.10882438e-01 -5.73432306e-01]
 [ 9.69069196e-01  7.28540658e-01 -5.76096970e-01]
 [ 9.59065205e-01  7.46308105e-01 -5.73817217e-01]
 [ 9.49152669e-01  7.63141130e-01 -5.74786396e-01]
 [ 9.38996981e-01  7.80145754e-01 -5.72579585e-01]
 [ 9.29000502e-01  7.97842347e-01 -5.73099091e-01]
 [ 9.19520345e-01  8.15667030e-01 -5.74046738e-01]
 [ 9.09307906e-01  8.32734564e-01 -5.57433933e-01]
 [ 8.98980466e-01  8.50341542e-01 -5.56971653e-01]
 [ 8.88533571e-01  8.67998257e-01 -5.58367888e-01]
 [ 8.78591570e-01  8.85511895e-01 -5.75096508e-01]
 [ 8.68509873e-01  9.04366600e-01 -5.75241183e-01]
 [ 8.58031731e-01  9.21920326e-01 -5.86491572e-01]
 [ 8.47395540e-01  9.40127084e-01 -6.11507501e-01]
 [ 8.38006392e-01  9.56115152e-01 -6.29084379e-01]
 [ 8.27467199e-01  9.73877623e-01 -6.36685228e-01]
 [ 8.16703501e-01  9.91864439e-01 -6.84153651e-01]
 [ 8.06660328e-01  1.01048450e+00 -7.07298867e-01]
 [ 7.96141107e-01  1.02908311e+00 -7.37796231e-01]
 [ 7.86011602e-01  1.04673337e+00 -7.71861754e-01]
 [ 7.76847240e-01  1.06286602e+00 -7.93576023e-01]
 [ 7.67221081e-01  1.07981098e+00 -8.09169324e-01]
 [ 7.56894098e-01  1.09822938e+00 -8.32788880e-01]
 [ 7.46718531e-01  1.11565178e+00 -8.72243908e-01]
 [ 7.38357347e-01  1.13248406e+00 -8.90943706e-01]
 [ 7.30029074e-01  1.14893213e+00 -9.18017334e-01]
 [ 7.21224377e-01  1.16535851e+00 -9.36184619e-01]
 [ 7.12633074e-01  1.18136335e+00 -9.58311053e-01]
 [ 7.03834495e-01  1.19700919e+00 -9.85676229e-01]
 [ 6.94489028e-01  1.21298597e+00 -9.98203164e-01]
 [ 6.84616072e-01  1.22863744e+00 -1.02101303e+00]
 [ 6.76179279e-01  1.24364749e+00 -1.04770107e+00]
 [ 6.67762165e-01  1.25871061e+00 -1.06767661e+00]
 [ 6.60252635e-01  1.27209743e+00 -1.08538454e+00]
 [ 6.52926811e-01  1.28537448e+00 -1.10708402e+00]
 [ 6.45019747e-01  1.29809540e+00 -1.11324335e+00]
 [ 6.37193132e-01  1.31151716e+00 -1.14810172e+00]
 [ 6.32446917e-01  1.32188783e+00 -1.16469627e+00]
 [ 6.26264305e-01  1.33368282e+00 -1.17088124e+00]
 [ 6.18454977e-01  1.34659506e+00 -1.21075751e+00]
 [ 6.11446742e-01  1.35942325e+00 -1.21118181e+00]
 [ 6.04150336e-01  1.37190056e+00 -1.23601191e+00]
 [ 5.96074533e-01  1.38656942e+00 -1.26596219e+00]
 [ 5.89494187e-01  1.39777219e+00 -1.28251187e+00]
 [ 5.82186037e-01  1.41076114e+00 -1.29785017e+00]
 [ 5.74355625e-01  1.42391478e+00 -1.31315481e+00]
 [ 5.66811379e-01  1.43685687e+00 -1.34009899e+00]
 [ 5.58416733e-01  1.45028925e+00 -1.35159594e+00]
 [ 5.50076446e-01  1.46395277e+00 -1.37041695e+00]
 [ 5.41829443e-01  1.47717052e+00 -1.39231395e+00]
 [ 5.33999898e-01  1.49047202e+00 -1.40186083e+00]
 [ 5.26388880e-01  1.50384184e+00 -1.42307340e+00]
 [ 5.18770432e-01  1.51679468e+00 -1.46299405e+00]
 [ 5.11404102e-01  1.53148548e+00 -1.47149739e+00]
 [ 5.04832945e-01  1.54269178e+00 -1.48652914e+00]
 [ 4.97662874e-01  1.55612608e+00 -1.48714249e+00]
 [ 4.90142701e-01  1.56927048e+00 -1.48808606e+00]
 [ 4.82582562e-01  1.58245599e+00 -1.50425745e+00]
 [ 4.75584793e-01  1.59480037e+00 -1.48494278e+00]
 [ 4.70612374e-01  1.60456638e+00 -1.49354929e+00]
 [ 4.66833846e-01  1.61151426e+00 -1.49433522e+00]
 [ 4.70667824e-01  1.60692530e+00 -1.48717670e+00]
 [ 4.69872451e-01  1.60977432e+00 -1.48784624e+00]
 [ 4.73748728e-01  1.61096552e+00 -1.49772072e+00]
 [ 4.74615513e-01  1.61209269e+00 -1.48747706e+00]
 [ 4.75381127e-01  1.61253931e+00 -1.48777917e+00]
 [ 4.75514013e-01  1.61425342e+00 -1.48535085e+00]]"
