0.000000000000000000e+00,6.131507013970008302e+03,1.081773265333720883e+04,6.578963399333632879e+03,5.080160572349663562e+04,7.051085613801260479e+04,9.167466651460279536e+03,6.307465586531170993e+04,1.136592917262433912e+04,1.623267106778016023e+04,1.397416206598148165e+04,1.075968205481361838e+04,1.196090493884079660e+04,1.467260271896823542e+05,1.129821577807349240e+05,1.146553718948660826e+05,1.079119309966508008e+05,1.152011163296417217e+05,1.211189100177459331e+05,1.075896211467941903e+05,1.444773881683899963e+05,6.578014754750591237e+04,6.610468005436650128e+04,6.661000672344640770e+04,6.363368711614286440e+04,6.208888951111340430e+04,9.769779057576194464e+04,9.708974525340972468e+04,9.605345056144525006e+04,1.047589053218184272e+05,9.867777290561402333e+04,9.966025618268123071e+04,9.939395589542447124e+04,9.715318465801639832e+04,1.088208335435309127e+05,1.101699291464518610e+05,1.060482087598073413e+05
6.131507013970008302e+03,0.000000000000000000e+00,1.257192961472873867e+04,1.082051684889055286e+04,4.840413164162836620e+04,6.577751459051716665e+04,9.367749774918927869e+03,6.065421835993864079e+04,1.381759633576510532e+04,1.325963435223883425e+04,1.806907205130222428e+04,1.330580046644157119e+04,1.727788650916983897e+04,1.452037558026135957e+05,1.052843843864713272e+05,1.057118085808572796e+05,1.004621942479409045e+05,1.107404673037121829e+05,1.172999704738282016e+05,1.005228029460731632e+05,1.469339002336811973e+05,5.748571516994210106e+04,6.142188764807059488e+04,5.923595778542246262e+04,5.588012006651733100e+04,5.715631375641470368e+04,8.938049356175037974e+04,8.890833294646114518e+04,8.788819406273911591e+04,9.544136152380821295e+04,9.026175656468351372e+04,9.107668408078102220e+04,9.086629786447118386e+04,8.892692768994682410e+04,1.021127542403890402e+05,1.020746515883771790e+05,9.954820217536319979e+04
1.081773265333720883e+04,1.257192961472873867e+04,0.000000000000000000e+00,1.075078783307297454e+04,5.482038360156475392e+04,7.872808317554189125e+04,1.616847619744864642e+04,6.880554509080362914e+04,1.091062839649746820e+04,2.172707247707520946e+04,9.419203033018413407e+03,8.359600802258217300e+03,1.924084070733096814e+04,1.408031283413292549e+05,1.092212807031939010e+05,1.106841935468228621e+05,1.049259953399222868e+05,1.132920462619970058e+05,1.189784454873153736e+05,1.042735124191974028e+05,1.473913233688367181e+05,6.420611445610784722e+04,6.449776605362250120e+04,6.411168188630132499e+04,6.228426153041749785e+04,6.023503677200173843e+04,9.970510021612345008e+04,1.000591576664296881e+05,9.668222897283647035e+04,1.051756869952384441e+05,9.878692934224332566e+04,1.013062828263308329e+05,1.021683040904940863e+05,1.000071727980797295e+05,1.056929070123559213e+05,1.065731881738150259e+05,1.029090056566630956e+05
6.578963399333632879e+03,1.082051684889055286e+04,1.075078783307297454e+04,0.000000000000000000e+00,4.400878535693481535e+04,6.604840697372621798e+04,1.283821719471778488e+04,5.661019971617636475e+04,1.331011568758137037e+04,1.559756135913977232e+04,1.550341654775162169e+04,1.354876212685733663e+04,1.067052484136416388e+04,1.395048410158491461e+05,1.040743714030897827e+05,1.040226599516898859e+05,1.001504244087924744e+05,1.155995513061826350e+05,1.210374396029588388e+05,9.897455141196557088e+04,1.386385217099293368e+05,6.316253335989259358e+04,6.183632922672946006e+04,6.203520757801820582e+04,6.127069684031999350e+04,5.922365213863086683e+04,9.101482132210647978e+04,9.072836778474600578e+04,8.900439807510493847e+04,9.690364007026070612e+04,9.132684614308751770e+04,9.269769279246559017e+04,9.269122473557922058e+04,9.072402291700497153e+04,9.981099585718181334e+04,1.012014692743142514e+05,9.793720226762988023e+04
5.080160572349663562e+04,4.840413164162836620e+04,5.482038360156475392e+04,4.400878535693481535e+04,0.000000000000000000e+00,1.939491804308431892e+04,4.564191278528313705e+04,1.273979083127659760e+04,5.277230885411948839e+04,4.462501195221152739e+04,5.623319679709943011e+04,5.531783507014200586e+04,5.218583011940296274e+04,1.919382781307804107e+05,1.445760880420023459e+05,1.494627728129282768e+05,1.459616823688507720e+05,1.640461209939202236e+05,1.621076929180580191e+05,1.429527978166647663e+05,1.248518535197315214e+05,9.173605997291264066e+04,8.655213512135708879e+04,9.130443125034890545e+04,8.979501733836112544e+04,8.755416254784869670e+04,1.408120011196912092e+05,1.410381598724512151e+05,1.393483031656089006e+05,1.449503543114439526e+05,1.407283557230836304e+05,1.421866361568806169e+05,1.424138502462256001e+05,1.409542838632606436e+05,1.453092081972416199e+05,1.432129074248262623e+05,1.401730491558786016e+05
7.051085613801260479e+04,6.577751459051716665e+04,7.872808317554189125e+04,6.604840697372621798e+04,1.939491804308431892e+04,0.000000000000000000e+00,5.793228496465850185e+04,1.768099941971975932e+04,7.356760153503088804e+04,5.932878812678658142e+04,7.865461592802227824e+04,7.862929629949931405e+04,7.869910047328176734e+04,2.214593848913920810e+05,1.732058692231388413e+05,1.773468643525022489e+05,1.772703584055055398e+05,1.922257496310699207e+05,1.889036979238860367e+05,1.750419965447865252e+05,1.287695078969562019e+05,1.041567388048852445e+05,1.002801139603469201e+05,1.052238356456799665e+05,1.038542234510328126e+05,1.027331774476933497e+05,1.745775598317117547e+05,1.747775616258445370e+05,1.748307996225438546e+05,1.770790748026008077e+05,1.747470932675467338e+05,1.763393720481709461e+05,1.761167866983180575e+05,1.743073127085769665e+05,1.792833076930888055e+05,1.751647267410462664e+05,1.696966506459967350e+05
9.167466651460279536e+03,9.367749774918927869e+03,1.616847619744864642e+04,1.283821719471778488e+04,4.564191278528313705e+04,5.793228496465850185e+04,0.000000000000000000e+00,5.490994080794567708e+04,1.561132925180602979e+04,1.990814563334473132e+04,1.974170394464828496e+04,1.554694903555984274e+04,1.433367489697905148e+04,1.489258532136258727e+05,1.034038301586585294e+05,1.054307943942624115e+05,9.842152596222049033e+04,1.122055057256335713e+05,1.186489695987063169e+05,9.842925996921698970e+04,1.344431499467774411e+05,5.833498743381830718e+04,5.965351953432500886e+04,5.999786260446123197e+04,5.607447615840803337e+04,5.630991063456463598e+04,8.942825902999121172e+04,8.813433126912206353e+04,8.725364426089273184e+04,9.502351697007786424e+04,9.002927671772197937e+04,9.077028071391036792e+04,9.006247814145525626e+04,8.839503812565677799e+04,9.969903345699768397e+04,1.003356266358352150e+05,9.681275427078570647e+04
6.307465586531170993e+04,6.065421835993864079e+04,6.880554509080362914e+04,5.661019971617636475e+04,1.273979083127659760e+04,1.768099941971975932e+04,5.490994080794567708e+04,0.000000000000000000e+00,6.459372728165270382e+04,5.355731826440685109e+04,6.755898732881697651e+04,6.811718984244902094e+04,6.371794966001492867e+04,1.973211888253785437e+05,1.580376809026706323e+05,1.632604554459197971e+05,1.622789039576647338e+05,1.816766624219148071e+05,1.791848070461313182e+05,1.568159789371357765e+05,1.252154679387796932e+05,1.019000474407958536e+05,9.765637107051562634e+04,1.024045688608480268e+05,1.026401562110289815e+05,9.737752510519631323e+04,1.566601164921944728e+05,1.569723493414470286e+05,1.564925347497476032e+05,1.594255462705527898e+05,1.563676481080267986e+05,1.575705522800702893e+05,1.573792762710648822e+05,1.570759341478804999e+05,1.598194569849037798e+05,1.574198198076242988e+05,1.534075163066977693e+05
1.136592917262433912e+04,1.381759633576510532e+04,1.091062839649746820e+04,1.331011568758137037e+04,5.277230885411948839e+04,7.356760153503088804e+04,1.561132925180602979e+04,6.459372728165270382e+04,0.000000000000000000e+00,2.328757801903273867e+04,1.028916922979160518e+04,7.793664312890366091e+03,2.133304611941872281e+04,1.455771508642518020e+05,1.144049493495804345e+05,1.177688784597260965e+05,1.093247294822804251e+05,1.215699121109987027e+05,1.228553869205638766e+05,1.098359408990087395e+05,1.432983604409353866e+05,6.560291604296912556e+04,6.667586131483623467e+04,6.788909006147077889e+04,6.482948600912361144e+04,6.545263647524775297e+04,1.024700860643221531e+05,1.032702575109623867e+05,9.835741504061226442e+04,1.067686865428519523e+05,1.014545472403467429e+05,1.041803851428199850e+05,1.044858755802460073e+05,1.029561779150952061e+05,1.102457081013752904e+05,1.116719428112955211e+05,1.082883563184014056e+05
1.623267106778016023e+04,1.325963435223883425e+04,2.172707247707520946e+04,1.559756135913977232e+04,4.462501195221152739e+04,5.932878812678658142e+04,1.990814563334473132e+04,5.355731826440685109e+04,2.328757801903273867e+04,0.000000000000000000e+00,3.004703900424505628e+04,2.350472697394233546e+04,2.311193826019439803e+04,1.525879153710604587e+05,1.216618448565573635e+05,1.156809266642803268e+05,1.212774339081002399e+05,1.276317927948011784e+05,1.262193868328187673e+05,1.186342512387470342e+05,1.448494316003290296e+05,7.090064274332577770e+04,7.165169620819257398e+04,6.871193548968518735e+04,6.924376935794029851e+04,6.867472125162485463e+04,1.051984241863141360e+05,1.043681931166411232e+05,1.039448379656581092e+05,1.129296945217831380e+05,1.063810617688604398e+05,1.075282021107473265e+05,1.064409932812604966e+05,1.046872702536428260e+05,1.198777779733417119e+05,1.192477418179127853e+05,1.195426606552860758e+05
